barcode,barcode_apostrophe,CatNo,Artist,Title,ReleaseDate,LabelCode,DeletionType,StockOnHand,StockAllocated,StockFaulty,StockConsignment,BackorderTotal,FormatCode,Units,UKDealer,Sales_ThisWeek,Sales_LastWeek,Sales_ThisMonth,Sales_LastMonth,Sales_2MonthsAgo,Sales_3MonthsAgo,Sales_ThisYear,Sales_LastYear,Sales_AllTime,ManufacturedInternally,LabelName,SubLabelName,DeletedDate,OnOrder,Variant
8.10099E+11,'810098504935,RMM177,DE LA SOUL,DE LA SOUL HOODIE (XL),03/03/2023,CHRR,,0,0,0,0,0,HOOD,1,1,0,0,0,0,0,0,0,40,40,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504942,RMM178,DE LA SOUL,DE LA SOUL HOODIE (XXL),03/03/2023,CHRR,,0,0,0,0,0,HOOD,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
5.06052E+12,'5060516096503,CRB1428,FUN BOY THREE,THE COMPLETE FUN BOY THREE,04/08/2023,CHRR,,944,0,2,107,0,CDDV,6,26.99,7,3,9,13,16,17,197,336,3871,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098503013,RMM0542,DE LA SOUL,STAKES IS HIGH,16/06/2023,CHRR,,2067,12,2,107,0,CD,1,11.99,2,2,3,17,15,8,101,177,1055,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098503020,RMM0544,DE LA SOUL,STAKES IS HIGH,02/06/2023,CHRR,,242,1,2,18,0,MC,1,12.99,1,0,1,0,10,17,61,70,618,No,CHRYSALIS RECORDS,,,0,CLEAR
8.10099E+11,'810098503037,RMM0551,DE LA SOUL,ART OFFICIAL INTELLIGENCE MOS,15/09/2023,CHRR,,5466,1,12,237,0,LP,2,23.99,6,1,7,51,81,62,1153,922,4396,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098503051,RMM0561,DE LA SOUL,AOI BIONIX,15/09/2023,CHRR,,6470,71,43,257,0,LP,2,23.99,2,0,2,43,42,20,753,760,3428,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098503068,RMM0562,DE LA SOUL,AOI BIONIX,15/09/2023,CHRR,,2080,1,0,168,0,CD,1,11.99,1,0,1,3,5,9,38,53,414,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098502771,CHRC1441,THE MICHAEL SCHENKER GROUP,BUILT TO DESTROY,16/06/2023,CHRR,,2109,2,13,152,0,LP,2,20.99,0,2,1,9,5,1,37,133,423,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098502542,CHRP1296,ULTRAVOX,DELETED - VIENNA [2020 REMASTE,16/06/2023,CHRR,3,0,0,4,6,0,LP,1,16.99,0,0,0,0,0,0,0,180,936,No,CHRYSALIS RECORDS,,25/08/2023,0,HMV UK Vinyl Week Ex
8.10099E+11,'0810098502559,CHRTTX5014,VARIOUS ARTISTS,THE BEST OF 2 TONE,16/06/2023,CHRR,,133,3,8,13,0,LP,2,20.99,1,1,2,29,22,23,205,408,1929,No,CHRYSALIS RECORDS,,,0,Clear
8.10099E+11,'810098503006,RMM0541,DE LA SOUL,STAKES IS HIGH,02/06/2023,CHRR,,2056,5,31,147,0,LP,2,19.99,27,6,33,141,235,256,2162,2180,11631,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098506175,CHRV1115,GENTLE GIANT,INTERVIEW,07/07/2023,CHRR,,878,3,5,34,0,LP,1,15.99,6,1,7,4,2,5,58,84,876,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098506182,CHRX1115,GENTLE GIANT,INTERVIEW,07/07/2023,CHRR,,660,0,0,32,0,LP,1,16.99,1,0,1,2,6,9,58,79,942,No,CHRYSALIS RECORDS,,,0,Blue Vinyl
8.10099E+11,'0810098506151,CHRC1115,GENTLE GIANT,INTERVIEW,21/07/2023,CHRR,,442,2,1,24,0,CD,1,7.99,8,2,10,14,19,32,162,153,1465,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098506168,CHRB1115,GENTLE GIANT,INTERVIEW,21/07/2023,CHRR,,344,3,2,134,0,BLUR,1,14.99,6,1,7,6,9,15,78,130,2083,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098509886,CRV1610,BLACK BOX RECORDER,ENGLAND MADE ME,17/11/2023,CHRR,,206,7,4,24,0,LP,2,19.99,12,4,14,21,17,15,149,197,898,No,CHRYSALIS RECORDS,,,0,LP+10
8.40402E+11,'840401721476,RR01991,GREG KIHN BAND,JEOPARDY/THE BREAKUP SONG,30/01/2026,RRRS,,0,0,0,0,0,7,1,9.99,0,0,0,0,0,0,0,0,0,No,RESERVOIR RECORDINGS,,,0,"7 red, cracked heart vinyl"
8.10099E+11,'0810098505857,CRV1582,KENNY THOMAS,THE BEST OF KENNY THOMAS,03/11/2023,CHRR,,47,1,6,26,0,LP,1,15.99,3,0,3,5,5,5,43,62,289,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098505840,CRC1582,KENNY THOMAS,THE BEST OF KENNY THOMAS,03/11/2023,CHRR,,0,3,2,27,0,CD,1,8.99,0,0,0,6,12,4,67,193,1022,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098505888,CRV1583,THE WATERBOYS,DELETED - THIS IS THE SEA [FAS,24/11/2023,CHRR,4,0,0,0,30,10,10,1,9.99,0,0,0,0,0,0,0,12,861,No,CHRYSALIS RECORDS,,15/05/2024,0,Black Friday 2023
8.10099E+11,'0810098505826,CDLR1394,ULTRAVOX,QUARTET (STEVEN WILSON),24/11/2023,CHRR,,519,0,0,30,0,LP,2,18.99,2,0,2,6,1,8,86,287,1964,No,CHRYSALIS RECORDS,,,0,Clear 2LP (Ex-BF2023)
8.10099E+11,'0810098505833,CDLC1394,ULTRAVOX,DELETED - QUARTET (STEVEN WILS,24/11/2023,CHRR,2,0,11,0,8,6,CD,2,9.99,0,0,0,0,1,2,126,607,1834,No,CHRYSALIS RECORDS,,19/11/2024,0,BF2023 - 2CD
8.10099E+11,'0810098509923,CHRG1296,ULTRAVOX,VIENNA [2020 REMASTER],16/06/2023,CHRR,,344,1,3,3,0,LP,1,17.99,2,3,4,7,1,10,83,325,659,No,CHRYSALIS RECORDS,,,0,Picture Disc
5.06052E+12,'5060516096671,CHRH1508,MIDGE URE,DELETED - THE GIFT,22/09/2023,CHRR,4,2,0,2,244,0,LP,2,20.99,2,0,2,0,1,1,24,996,2126,No,CHRYSALIS RECORDS,,12/11/2024,0,
5.06052E+12,'5060516096657,CHRB1508,MIDGE URE,THE GIFT,22/09/2023,CHRR,,858,1,4,66,0,CDBX,4,19.99,8,0,8,20,19,14,217,323,3726,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098507394,RMM3231,DE LA SOUL,3 FEET HIGH AND RISING,24/11/2023,CHRR,,626,11,0,2623,0,BXSET,12,56.99,12,1,13,76,81,79,335,599,2046,No,CHRYSALIS RECORDS,,,0,7 Boxset (Ex-Black Friday 2023)
8.40402E+11,'0840401707913,CRVX1102,NAKED EYES,NAKED EYES [2025 REMASTER],10/10/2025,CHRR,,438,2,0,63,0,LP,2,20.99,10,6,16,0,0,0,16,0,16,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401707920,CRCX1102,NAKED EYES,NAKED EYES [2025 REMASTER],10/10/2025,CHRR,,351,12,0,69,0,CD,1,7.99,23,45,68,0,0,0,68,0,68,No,CHRYSALIS RECORDS,,,200,
8.10099E+11,'0810098504638,ENCLB5,THE WATERBOYS,DELETED - 1985 (DELUXE EDITION,23/02/2024,CHRR,2,0,0,0,4,20,BXSET,6,54.99,0,0,0,0,0,0,4,1970,1974,No,CHRYSALIS RECORDS,,20/02/2024,0,
8.10099E+11,'0810098504669,ENCLX5,THE WATERBOYS,THIS IS THE SEA,23/02/2024,CHRR,,1546,18,9,121,0,LP,1,15.99,58,22,76,137,56,97,886,3090,3976,No,CHRYSALIS RECORDS,,,0,Clear
8.50055E+11,'0850055290259,CHEN7,SINEAD OCONNOR,THE LION AND THE COBRA,27/10/2023,CHRR,,0,44,9,115,8,LP,1,15.99,0,1,1,9,24,9,476,1480,4333,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290082,CCD1612,SINEAD OCONNOR,THE LION AND THE COBRA,29/09/2023,CHRR,,0,0,53,121,2,CD,1,7.99,1,0,1,9,15,4,134,609,2343,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290273,CHEN34,SINEAD OCONNOR,UNIVERSAL MOTHER,27/10/2023,CHRR,,1552,0,7,108,0,LP,1,15.99,19,1,20,43,35,56,415,568,3029,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290105,F230549,SINEAD OCONNOR,UNIVERSAL MOTHER,29/09/2023,CHRR,,933,12,0,152,0,CD,1,7.99,5,1,6,21,22,19,178,386,1525,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290266,CHEN26,SINEAD OCONNOR,AM I NOT YOUR GIRL?,27/10/2023,CHRR,,1979,74,13,171,0,LP,1,15.99,5,0,5,40,20,16,355,401,2424,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290099,CCD1952,SINEAD OCONNOR,AM I NOT YOUR GIRL?,29/09/2023,CHRR,,919,9,0,125,0,CD,1,7.99,4,2,5,10,13,7,116,340,1522,No,CHRYSALIS RECORDS,,,0,
16998548813,'016998548813,TB54881,RUPAUL,HO HO HO,10/11/2023,TOMB,,421,0,32,25,0,LP,2,21.99,0,0,0,2,9,17,40,94,469,No,TOMMY BOY RECORDS,,,0,
0,'0000000000000,RMM0552PROMO,DE LA SOUL,ART OFFICIAL INTELLIGENCE (PRO,30/08/2023,FOC,,0,0,0,0,0,CD,1,0,0,0,0,0,0,0,0,0,0,No,FREE GOODS,,,0,
16998549513,'016998549513,TB54951,DIGITAL UNDERGROUND,THE BODY HAT SYNDROME,24/11/2023,TOMB,,689,0,2,32,0,LP,2,17.99,12,0,12,17,51,59,173,68,777,No,TOMMY BOY RECORDS,,,0,Yellow LP & Comic Book (Ex-BF2023)
8.40402E+11,'840401715628,RMM10311,DE LA SOUL,ALL GOOD?/OOOH.,29/08/2025,CHRR,,113,13,0,35,0,7,1,8.99,106,3,108,351,306,0,765,0,765,No,CHRYSALIS RECORDS,,,0,Opaque red
8.10099E+11,'0810098504645,ENCLC5,THE WATERBOYS,1985 (DELUXE EDITION),12/04/2024,CHRR,,951,0,1,100,0,BXSET,6,24.99,13,1,13,29,24,66,469,1955,2424,No,CHRYSALIS RECORDS,,,0,6CD Clamshell
8.40402E+11,'0840401700556,WAH1202,PETE WYLIE & THE MIGHTY WAH!,DELETED - HEART AS BIG AS LIVE,20/04/2024,CHRR,1,90,0,3,9,0,7,1,9.99,0,0,0,1,0,5,28,884,912,No,CHRYSALIS RECORDS,,25/03/2025,0,RSD 2024
8.40402E+11,'0840401700563,CHRB1336,THE MICHAEL SCHENKER GROUP,MSG (2024 REMASTER),20/04/2024,CHRR,,0,3,3,15,0,LP,2,20.99,2,0,2,8,1,4,43,932,975,No,CHRYSALIS RECORDS,,,0,RSD 2024 2LP
5.06052E+12,'5060516096329,CRC1421,TEN YEARS AFTER,WOODSTOCK 1969,16/08/2024,CHRR,,850,2,3,294,0,CD,1,8.99,32,14,37,55,44,30,579,2837,3416,No,CHRYSALIS RECORDS,,,0,
5.06052E+12,'5060516096312,CRVX1421,TEN YEARS AFTER,WOODSTOCK 1969,16/08/2024,CHRR,,578,1,16,128,0,LP,2,18.99,15,2,16,14,21,21,338,1371,1709,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401701171,CRV1421,TEN YEARS AFTER,WOODSTOCK 1969,16/08/2024,CHRR,,51,0,27,0,0,LP,2,20.99,0,0,0,0,0,0,8,162,170,No,CHRYSALIS RECORDS,,,0,Indie Exclusive Purple & White Tie Dye
8.40402E+11,'0840401700259,CRBX1534,THE MICHAEL SCHENKER GROUP,IS IT LOUD ENOUGH?,29/03/2024,CHRR,,358,0,3,69,0,CDBX,6,24.99,39,8,43,52,30,24,378,2951,3329,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290358,CRB1605,MANDALABAND,LEGACYTHE STORY OF MANDALABAND,09/02/2024,CHRR,,309,3,1,54,0,CDBX,4,14.99,1,1,2,13,5,11,63,879,942,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401700419,CRCX1633,NERINA PALLOT,FIRES (REMASTERED),12/04/2024,CHRR,,1320,3,3,116,0,CD,2,9.99,0,0,0,8,4,3,45,256,301,No,CHRYSALIS RECORDS,,,0,REMASTERED EDITION
8.40402E+11,'0840401700426,CRV1633,NERINA PALLOT,FIRES (HALF-SPEED REMASTER),12/04/2024,CHRR,,630,1,6,68,0,LP,1,19.99,2,0,2,4,1,1,31,312,343,No,CHRYSALIS RECORDS,,,0,HALF SPEED REMASTER
8.10099E+11,'0810098501309,CRVX1531,UFO,LIGHTS OUT (2024 REMASTER),02/02/2024,CHRR,,6,20,14,105,0,LP,3,22.99,29,12,36,56,54,73,517,2728,3245,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098501316,CRCX1531,UFO,LIGHTS OUT (2024 REMASTER),02/02/2024,CHRR,,607,16,3,118,0,CD,2,9.99,15,28,31,139,9,7,598,5115,5713,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098508131,CRV1605,MANDALABAND,MANDALABAND (EXPANDED EDITION),09/02/2024,CHRR,,728,0,1,29,0,LP,2,18.99,0,0,0,1,0,0,6,64,70,No,CHRYSALIS RECORDS,,,0,EXPANDED EDITION
8.10099E+11,'0810098508148,CRV1606,MANDALABAND,THE EYE OF WENDOR PROPHECIES,09/02/2024,CHRR,,726,1,3,36,0,LP,2,18.99,0,0,0,2,2,0,10,84,94,No,CHRYSALIS RECORDS,,,0,
16998558119,'016998558119,TB55811,GRAND PUBA,I LIKE IT (I WANNA BE WHERE YO,15/08/2025,TOMB,,0,0,3,2,0,7,1,7.99,43,0,43,144,208,0,395,0,395,No,TOMMY BOY RECORDS,,,0,
8.10099E+11,'0810098508100,CDLX1550,GO WEST,DANCING ON THE COUCH (EXPANDED,26/01/2024,CHRR,,812,0,10,66,0,LP2,2,20.99,0,0,0,1,1,1,12,234,246,No,CHRYSALIS RECORDS,,,0,CLEAR EXPANDED EDITION
5.06052E+12,'5060516091881,CRV1002,FUN LOVIN CRIMINALS,100% COLOMBIAN,16/11/2018,CHRR,,65,0,5,33,0,LP,1,16.99,21,5,24,27,29,21,213,255,586,No,CHRYSALIS RECORDS,,,0,White
8.40402E+11,'840401700648,RMM4561,DE LA SOUL,"LIVE AT TRAMPS, NYC, 1996",20/04/2024,CHRR,,5,0,5,80,0,LP,1,18.99,0,0,0,1,4,0,19,1652,1671,No,CHRYSALIS RECORDS,,,0,"RSD2024, Tan LP"
8.40402E+11,'840401700655,RMM4562,DE LA SOUL,"LIVE AT TRAMPS, NYC, 1996",20/04/2024,CHRR,,373,0,0,52,0,CD,1,11.99,1,0,1,0,3,1,7,336,343,No,CHRYSALIS RECORDS,Chrysalis Records,,0,"RSD2024, 4 panel CD slipcase with  8 panel poster"
16998103517,'016998103517,TB10351,QUEEN LATIFAH,NATURE OF A SISTAH,20/04/2024,TOMB,,73,1,3,44,0,LP,1,16.99,0,3,3,45,37,11,123,668,791,No,TOMMY BOY RECORDS,Tommy Boy Music,,0,"RSD 2024, 140 gram"
8.40402E+11,'840401721452,RR01981,SOUND EXPERIENCE,DONT FIGHT THE FEELING,30/01/2026,RRRS,,0,0,0,0,1,LP,2,19.99,0,0,0,0,0,0,0,0,0,No,RESERVOIR RECORDINGS,,,0,"LP, black vinyl in a custom printed jacket"
0,'0000000000000,CHRTTR5003,THE SPECIALS,DELETED - MORE SPECIALS,11/01/2024,CHRR,4,0,0,0,0,0,LP,1,15.99,0,0,0,0,0,0,15,51,66,No,CHRYSALIS RECORDS,,16/01/2024,0,
8.40402E+11,'0840401712665,CRC1771,TEN YEARS AFTER,SSSSH [2025 DELUXE EDITION],31/10/2025,CHRR,,718,4,0,510,105,CD,3,19.99,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401712658,CRV1771,TEN YEARS AFTER,SSSSH [2025 DELUXE EDITION],31/10/2025,CHRR,,1273,3,0,0,52,LP,2,19.99,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098508117,CDLB1550,GO WEST,DANCING ON THE COUCH (DELUXE E,26/01/2024,CHRR,,1146,0,0,105,0,CD,4,19.99,0,0,0,4,4,4,33,1020,1053,No,CHRYSALIS RECORDS,,,0,3CD + DVD
8.40402E+11,'0840401700952,CRV1637,TOUMANI DIABATE,NEW ANCIENT STRINGS,15/03/2024,CHRR,,413,4,5,75,0,LP,1,15.99,7,0,7,22,20,19,201,837,1038,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401700402,CRVX1632,THE BLUE AEROPLANES,BEATSONGS (DELUXE),20/04/2024,CHRR,,292,0,3,5,0,LP,2,20.99,0,0,0,2,2,2,38,544,582,No,CHRYSALIS RECORDS,,,0,RSD 2024 2LP
8.40402E+11,'0840401701126,CRV1641,NERINA PALLOT,DELETED - LOVE WILL TEAR US AP,20/04/2024,CHRR,2,0,0,0,2,3,LP,1,9.99,0,0,0,0,1,1,6,479,485,No,CHRYSALIS RECORDS,,03/05/2024,0,RSD 2024 10 Numbered Black Vinyl
8.40402E+11,'0840401701621,CRC1637,TOUMANI DIABATE,NEW ANCIENT STRINGS,15/03/2024,CHRR,,718,0,0,103,0,CD,1,8.99,3,2,5,15,23,35,213,673,886,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401701485,CHRTTZ5003,THE SPECIALS,MORE SPECIALS,05/04/2024,CHRR,,442,4,3,42,0,LP,1,15.99,15,1,15,39,33,22,288,651,939,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401700372,CHRR1508,MIDGE URE,DELETED - THE GIFT [EARLY VERS,20/04/2024,CHRR,2,0,0,1,0,0,LP,1,16.99,0,0,0,0,0,0,0,984,984,No,CHRYSALIS RECORDS,,03/05/2024,0,RSD 2024 DELUXE EDITION RECYCLED VINYL
8.40402E+11,'0840401700587,UVX7,ULTRAVOX,DELETED - STEVEN WILSON 12 REM,20/04/2024,CHRR,2,0,0,0,0,3,LP,1,9.99,0,0,0,0,0,0,0,1452,1452,No,CHRYSALIS RECORDS,,03/05/2024,0,RSD 2024
8.40402E+11,'840401711835,RR00011,LOUIS PRIMA,ANGELINA,12/09/2025,RRRS,,335,0,0,51,0,LP,1,18.99,9,0,9,5,0,0,14,0,14,No,RESERVOIR RECORDINGS,,,0,"LP, 140 gram, Italian flag colors, printed jacket"
8.40402E+11,'840401715215,RR00012,LOUIS PRIMA,ANGELINA,12/09/2025,RRRS,,735,0,0,52,0,CD,1,12.99,10,0,10,3,0,0,13,0,13,No,RESERVOIR RECORDINGS,,,0,"CD, Italian flag colours"
8.40402E+11,'0840401700273,CDLTTR5002,THE SELECTER,TOO MUCH PRESSURE,01/03/2024,CHRR,,625,0,1,13,0,LP,1,17.99,5,3,7,21,14,20,192,462,654,No,CHRYSALIS RECORDS,,,0,Clear
8.40402E+11,'0840401712610,CRC1770,UFO,NO PLACE TO RUN,15/08/2025,CHRR,,0,14,0,277,0,CD,2,10.99,267,4,271,1112,1208,6,2597,0,2597,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401712603,CRV1770,UFO,NO PLACE TO RUN,15/08/2025,CHRR,,288,4,14,195,0,LP,3,22.99,130,14,140,751,584,5,1480,0,1480,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401700389,CRVC1631,FUN BOY THREE,DELETED - EXTENDED,20/04/2024,CHRR,2,0,0,4,0,0,LP,2,20.99,0,0,0,1,0,0,2,1418,1420,No,CHRYSALIS RECORDS,,03/05/2024,0,RSD 2024 2LP Recycled Vinyl
16998555316,'016998555316,TB55531,NAUGHTY BY NATURE,HIP HOP HOORAY/WRITTEN ON YA K,12/04/2024,TOMB,,83,1,1,53,0,7,1,6.99,22,0,22,99,71,99,430,801,1231,No,TOMMY BOY RECORDS,,,0,
8.50055E+11,'0850055290471,WC0001,PETE WYLIE & THE MIGHTY WAH!,TEACH YSELF WAH!,01/03/2024,CHRR,,311,15,1,98,0,CD,1,8.99,4,5,5,19,10,13,208,1763,1971,No,CHRYSALIS RECORDS,,,0,
8.50055E+11,'0850055290488,WV0001,PETE WYLIE & THE MIGHTY WAH!,TEACH YSELF WAH!,01/03/2024,CHRR,,298,1,8,86,0,LP,2,18.99,1,0,1,4,0,8,60,809,869,No,CHRYSALIS RECORDS,,,0,
16998555910,'016998555910,55591,AMBER,AMBER (25TH ANNIVERSARY),14/06/2024,TOMB,,132,0,2,74,0,LP,2,19.99,0,0,0,1,9,10,25,128,153,No,TOMMY BOY RECORDS,,,0,Black
8.40402E+11,'0840401700891,CHRV1057,ROBIN TROWER,BRIDGE OF SIGHS,17/05/2024,CHRR,,419,1,33,174,0,LP,2,18.99,21,7,26,34,47,40,366,1746,2112,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401700884,CHRC1057,ROBIN TROWER,BRIDGE OF SIGHS,07/06/2024,CHRR,,1,2,6,224,0,CD,4,23.99,21,16,26,32,71,92,521,2944,3465,No,CHRYSALIS RECORDS,,,0,3CD + BLU-RAY
8.40402E+11,'0840401701027,CHRV1152,GENTLE GIANT,THE MISSING PIECE,29/03/2024,CHRR,,432,63,4,65,0,LP,1,15.99,3,2,5,4,14,8,58,427,485,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401701034,CHRX1152,GENTLE GIANT,THE MISSING PIECE,29/03/2024,CHRR,,1357,0,0,115,0,LP,1,16.99,4,1,4,4,5,5,54,932,986,No,CHRYSALIS RECORDS,,,0,Green
8.40402E+11,'0840401701041,CHRC1152,GENTLE GIANT,THE MISSING PIECE,29/03/2024,CHRR,,134,7,0,155,0,CD,1,8.99,7,3,10,22,13,12,199,1136,1335,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401701058,CHRB1152,GENTLE GIANT,THE MISSING PIECE,29/03/2024,CHRR,,600,5,0,250,0,BLUA,2,14.99,4,3,7,7,6,11,132,1730,1862,No,CHRYSALIS RECORDS,,,0,CD+Blu-Ray
8.85012E+11,'0885012053813,NEW9391CDS,DREAM,DO IT ANYWAY,08/08/2025,NWSE,,0,0,0,0,0,CD,1,8.99,0,0,0,0,50,0,50,0,50,No,NEW STATE,,,0,D2C Exclusive - Limited Edition Signed CD
16998555118,'016998555118,TB55511,QUEEN LATIFAH,LADIES FIRST (FEAT. MONIE LOVE,01/03/2024,TOMB,,50,0,0,22,0,7,1,7.99,2,1,3,4,10,33,64,221,285,No,TOMMY BOY RECORDS,,,0,Red
8.40402E+11,'0840401708712,CHRV1695,RUNRIG,ONCE IN A LIFETIME,24/01/2025,CHRR,,771,26,2,95,0,LP,1,16.99,15,0,15,15,21,27,639,0,639,No,CHRYSALIS RECORDS,,,0,Clear
8.40402E+11,'0840401717851,CRC2220,GUITARI BARO,GUITARI BARO,26/09/2025,CHRR,,783,2,0,36,0,CD,1,8.99,25,13,30,28,0,0,58,0,58,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401717868,CRV2220,GUITARI BARO,GUITARI BARO,26/09/2025,CHRR,,329,1,0,46,0,LP,1,15.99,7,4,8,21,0,0,29,0,29,No,CHRYSALIS RECORDS,,,0,
16998555217,'016998555217,TB55521,EVERLAST,WHAT ITS LIKE/ENDS,05/07/2024,TOMB,,12,4,0,17,0,7,1,6.99,0,0,0,16,28,25,111,186,297,No,TOMMY BOY RECORDS,,,0,
8.40402E+11,'0840401712122,CRC1762,CLOUDS,ONCE UPON A TIME,29/08/2025,CHRR,,376,2,0,62,0,CD,3,19.99,87,4,88,75,98,0,261,0,261,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401710203,CRA-001,CLOUDS,THE CLOUDS SCRAPBOOK,29/08/2025,CHRR,,515,2,1,120,0,LP,1,15.99,33,0,33,8,32,0,73,0,73,No,CHRYSALIS RECORDS,,,0,
8.85012E+11,'885012053158,NEW9391CD,DREAM,DO IT ANYWAY,08/08/2025,NWSE,,494,0,0,85,0,CD,1,8.99,9,0,9,21,38,147,215,0,215,No,NEW STATE,,,0,
8.85012E+11,'885012053165,NEW9391LP,DREAM,DO IT ANYWAY,08/08/2025,NWSE,,269,0,1,31,0,LP,2,18.99,2,0,2,12,33,8,55,0,55,No,NEW STATE,,,0,2LP set
8.40402E+11,'0840401718476,NEW9391LPX,DREAM,DO IT ANYWAY,08/08/2025,NWSE,,0,0,1,0,0,LP,2,18.99,0,0,0,0,0,150,150,0,150,No,NEW STATE,,,0,Amazon Exclusive
16998555415,'016998555415,TB55541,RUPAUL,SUPERMODEL (YOU BETTER WORK)/A,31/05/2024,TOMB,,0,0,0,1,0,7,1,6.99,0,0,0,0,0,0,7,206,213,No,TOMMY BOY RECORDS,,,0,
7.28028E+11,'728028433739,POR0206,TRAVIS TRITT,A MAN AND HIS GUITAR (LIVE FRO,26/07/2024,PDR,,51,2,0,59,0,CD,2,7.99,3,0,3,9,7,12,70,128,198,No,PAINTED DESERT RECORDS,,,0,
7.28028E+11,'728028433746,POR43374,TRAVIS TRITT,A MAN AND HIS GUITAR (LIVE FRO,22/07/2024,PDR,,0,0,0,0,0,DVD,1,11.99,0,0,0,0,0,0,0,0,0,No,PAINTED DESERT RECORDS,,,0,
7.28028E+11,'728028484045,POR0208,TRAVIS TRITT,HOMEGROWN,26/07/2024,PDR,,22,0,0,63,0,CD,2,7.99,1,1,2,8,9,5,44,202,246,No,PAINTED DESERT RECORDS,,,0,
8.10099E+11,'810098502535,RMM0511,TRAVIS TRITT,DELETED - PROUD OF THE COUNTRY,19/07/2024,PDR,4,0,0,0,0,0,LP,1,23.99,0,0,0,0,0,0,0,0,0,No,PAINTED DESERT RECORDS,,08/07/2024,0,
8.10099E+11,'810098502528,RMM0492,TRAVIS TRITT,PROUD OF THE COUNTRY,19/07/2024,PDR,,146,0,0,56,0,CD,1,11.99,1,0,1,2,6,3,23,75,98,No,PAINTED DESERT RECORDS,,,0,
8.40402E+11,'0840401712689,CRA-002,BRIAN PROTHEROE,PINBALL,29/08/2025,CHRR,,503,1,4,111,0,LP,1,15.99,28,3,30,26,95,0,151,0,151,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'840401718902,RR00411,THE MARSHALL TUCKER BAND,SEARCHIN FOR A RAINBOW,14/11/2025,RRRS,,0,0,0,0,0,LP,1,19.99,0,0,0,0,0,0,0,0,0,No,RESERVOIR RECORDINGS,Ramblin' Records,,500,Picture disc
51617201014,'051617201014,AVCO20101,VAN MCCOY,DISCO BABY (50TH ANNIVERSARY -,07/11/2025,AMHE,,50,0,0,0,0,LP,1,19.99,0,0,0,0,0,0,0,0,0,No,AMHERST RECORDS,,,0,"Japan only, Zoetrope disc,clear PVC sleeve, insert"
51617201021,'051617201021,AVCO20102,VAN MCCOY,DISCO BABY (50TH ANNIVERSARY -,07/11/2025,AMHE,,0,0,0,0,0,CD,1,11.99,0,0,0,0,0,0,0,0,0,No,AMHERST RECORDS,,,0,"Japan only, No RRS, CD in a 4 panel wallet"
5.09995E+12,'5099950444021,CHRX1059,UFO,PHENOMENON,31/05/2024,CHRR,,-17,63,16,69,21,CD,1,7.99,0,0,0,13,50,36,301,368,669,No,CHRYSALIS RECORDS,,,0,
