barcode,barcode_apostrophe,CatNo,Artist,Title,ReleaseDate,LabelCode,DeletionType,StockOnHand,StockAllocated,StockFaulty,StockConsignment,BackorderTotal,FormatCode,Units,UKDealer,Sales_ThisWeek,Sales_LastWeek,Sales_ThisMonth,Sales_LastMonth,Sales_2MonthsAgo,Sales_3MonthsAgo,Sales_ThisYear,Sales_LastYear,Sales_AllTime,ManufacturedInternally,LabelName,SubLabelName,DeletedDate,OnOrder,Variant
5.06052E+12,'5060516098743,CRVC1487,GRANT LEE BUFFALO,DELETED - MIGHTY JOE MOON,24/03/2023,CHRR,4,0,2567,1,13,0,LP,1,16.99,3,0,3,2,1,1,65,534,2525,No,CHRYSALIS RECORDS,,12/11/2024,0,Clear LP
51617331926,'051617331926,AMH33192,DOC SEVERINSEN,FACETS,25/10/1990,AMHE,,10,1,0,0,0,CD,1,11.99,0,0,0,0,0,0,1,3,6,No,AMHERST RECORDS,,,0,
51617074427,'051617074427,AMH07442,STYLISTICS,ALL TIME CLASSICS,25/10/1990,AMHE,,8,0,0,0,0,CD,1,11.99,0,0,0,0,0,0,1,1,7,No,AMHERST RECORDS,,,0,
51617074328,'051617074328,AMH07432,STYLISTICS,DELETED - BEST OF THE STYLISTI,25/10/1990,AMHE,4,0,0,0,0,0,CD,1,11.99,0,0,0,0,0,0,0,0,0,No,AMHERST RECORDS,,23/05/2024,0,
51617074311,'051617074311,AMH07431,STYLISTICS,BEST OF,17/10/1990,AMHE,,0,0,0,0,0,LP,1,16.99,0,0,0,0,0,0,0,0,0,No,AMHERST RECORDS,,,0,
8.10099E+11,'0810098501781,CRCX1493,UFO,NO HEAVY PETTING,20/01/2023,CHRR,,296,1,0,107,0,CD2,2,9.99,6,39,38,303,2,0,368,187,4033,No,CHRYSALIS RECORDS,,,0,
5.06052E+12,'5060516098408,CHRC1351,"BABYS, THE",ANTHOLOGY (2022 REMASTER),29/07/2022,CHRR,,2819,1,0,18,0,LP,1,16.99,0,0,0,2,1,0,12,48,147,No,CHRYSALIS RECORDS,,,0,
5.06052E+12,'5060516098064,CDLR1338,ULTRAVOX,DELETED - RAGE IN EDEN (STEVEN,25/11/2022,CHRR,2,0,0,0,4,1,LP2,2,17.99,0,0,0,0,0,0,3,1187,3190,No,CHRYSALIS RECORDS,,06/10/2023,0,BLACK FRIDAY Clear Vinyl
5.06052E+12,'5060516098620,CHSTT35,"SPECIALS,THE",DELETED - WORK IN PROGRESS VER,25/11/2022,CHRR,2,0,0,0,5,3,10,1,9.99,0,0,0,0,0,0,6,475,2651,No,CHRYSALIS RECORDS,,06/10/2023,0,BLACK FRIDAY
5.06052E+12,'5060516098071,CDLC1338,ULTRAVOX,DELETED - RAGE IN EDEN (STEVEN,25/11/2022,CHRR,2,0,0,0,1,6,CD2,2,8.99,0,0,0,0,0,0,3,73,1868,No,CHRYSALIS RECORDS,,06/10/2023,0,BLACK FRIDAY CD
5.06052E+12,'5060516098866,CHRX1347,DEBBIE HARRY,KOOKOO (DELUXE EDITION),05/05/2023,CHRR,,588,0,4,42,0,LP,2,27.99,1,2,2,10,5,6,48,136,2994,No,CHRYSALIS RECORDS,,,0,"Deluxe Edition - Numbered, Clear LP"
5.06052E+12,'5060516099689,CHRX1306,THE SELECTER,CELEBRATE THE BULLET,11/11/2022,CHRR,,4181,0,3,119,0,LP,1,16.99,3,0,3,5,2,2,66,185,1216,No,CHRYSALIS RECORDS,,,0,
5.06052E+12,'5060516098651,CRVX1485,STEELEYE SPAN,DELETED - LIVE AT THE RAINBOW,07/10/2022,CHRR,4,1,21,6,32,0,LP2,2,20.99,0,0,0,0,1,0,17,57,483,No,CHRYSALIS RECORDS,,21/02/2025,0,
5.06052E+12,'5060516098026,CDLB1338,ULTRAVOX,DELETED - RAGE IN EDEN,30/09/2022,CHRR,2,-28,32,4,32,2,C5DV,6,38.99,0,0,0,0,3,7,119,479,4977,No,CHRYSALIS RECORDS,,06/10/2023,0,Super Deluxe Edition
5.06052E+12,'5060516098040,CDLL1338,ULTRAVOX,DELETED - RAGE IN EDEN,30/09/2022,CHRR,4,-2,24,1,56,0,LP4,4,37.99,1,0,1,0,0,0,11,1001,2401,No,CHRYSALIS RECORDS,,21/02/2025,0,Deluxe Edition - Clear LP
5.06052E+12,'5060516098057,CDLH1338,ULTRAVOX,DELETED - RAGE IN EDEN,30/09/2022,CHRR,4,1,4546,7,31,0,LP2,2,18.99,0,0,0,0,1,1,53,836,2221,No,CHRYSALIS RECORDS,,12/11/2024,0,Half-Speed Master
5.06052E+12,'5060516090686,CRV1056,THE MICHAEL SCHENKER GROUP,DELETED - MSG,01/01/2018,CHRR,2,0,0,0,0,0,LP,1,14.99,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,21/02/2023,0,
8.25646E+11,'825646413393,CTYX1049,TEN YEARS AFTER,DELETED - RECORDED LIVE,01/01/2013,CHRR,4,0,0,0,0,0,CD2,2,8.99,0,0,0,0,0,0,0,0,12,No,CHRYSALIS RECORDS,,08/12/2023,0,
5.06052E+12,'5060516098583,CRV1462,FUN BOY THREE,THE BEST OF (2022 REMASTER),18/06/2022,CHRR,,535,0,1,141,0,LP,1,16.99,0,4,4,3,5,3,81,132,697,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401701690,CRV1660,CARTER THE UNSTOPPABLE SEX MAC,UP POMPEY!,29/11/2024,CHRR,,56,0,2,26,0,LP,2,18.99,0,0,0,2,2,6,96,681,777,No,CHRYSALIS RECORDS,,,0,BF2024
0,'0000000000000,POSTDELASOUL2,DE LA SOUL,3 FEET HIGH POSTER,05/07/2016,FOC,,0,0,0,0,0,POST,1,0,0,0,0,0,0,0,0,0,1135,No,FREE GOODS,,24/03/2023,0,
5.06052E+12,'5060516096244,CRVC1415,THE MICHAEL SCHENKER GROUP,LIVE IN MANCHESTER 1,12/06/2021,CHRR,,237,0,2,1,0,LP2,1,17.99,0,0,0,0,2,7,54,62,185,No,CHRYSALIS RECORDS,,23/07/2024,0,
5.06052E+12,'5060516096268,CRVC1417,UFO,DELETED - MOTHER MARY / THIS K,12/06/2021,CHRR,4,0,0,0,21,0,10,1,9.99,0,0,0,0,0,0,0,2,23,No,CHRYSALIS RECORDS,,07/09/2023,0,
5.06052E+12,'5060516096220,CRV1413,SINEAD OCONNOR,"DELETED - LIVE IN ROTTERDAM, 1",18/04/2020,CHRR,4,0,0,0,1,1,LP,1,15.99,0,0,0,0,2,0,2,3,91,No,CHRYSALIS RECORDS,,15/05/2024,0,
8.10099E+11,'810098501927,RMM0441,DE LA SOUL,THE MAGIC NUMBER,20/01/2023,CHRR,,0,0,10,1,5,7,1,7.99,0,0,0,0,0,0,0,64,654,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098503556,RMM0444,DE LA SOUL,THE MAGIC NUMBER,20/01/2023,CHRR,,408,0,0,0,0,MC,1,12.99,0,0,0,0,34,0,35,0,88,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098502580,RMM0451,DE LA SOUL,3 FEET HIGH AND RISING,31/03/2023,CHRR,,1302,2,25,273,0,LP2,2,23.99,38,3,41,683,519,221,3597,2115,16301,No,CHRYSALIS RECORDS,,,0,Yellow Version
8.10099E+11,'810098502603,RMM0461,DE LA SOUL,3 FEET HIGH AND RISING,03/03/2023,CHRR,,3291,9,6,386,0,LP2,2,21.99,71,3,74,603,610,221,1653,1036,22912,No,CHRYSALIS RECORDS,,,0,Black Version
8.10099E+11,'810098503082,RMM0471,DE LA SOUL,3 FEET HIGH AND RISING,31/03/2023,CHRR,,0,3,0,0,0,LP2,2,23.99,0,0,0,0,0,0,0,0,3997,No,CHRYSALIS RECORDS,,,0,KEEP OFF RRS - Rough Trade Exclusive Green Version
8.10099E+11,'810098503099,RMM0481,DE LA SOUL,3 FEET HIGH AND RISING,31/03/2023,CHRR,,1815,12,23,160,0,LP2,2,23.99,11,3,14,527,422,240,1428,3478,15677,No,CHRYSALIS RECORDS,,,0,Magenta Version
8.10099E+11,'810098502610,RMM0452,DE LA SOUL,3 FEET HIGH AND RISING,03/03/2023,CHRR,,0,40,2,295,2,CD,1,11.99,17,1,18,33,37,55,771,756,7177,No,CHRYSALIS RECORDS,,,1250,
8.10099E+11,'810098504034,RMM1094,DE LA SOUL,3 FEET HIGH AND RISING,03/03/2023,CHRR,,65,0,9,20,0,MC,1,12.99,5,0,5,14,12,16,99,91,930,No,CHRYSALIS RECORDS,,,0,Orange Version
8.10099E+11,'810098504041,RMM1104,DE LA SOUL,3 FEET HIGH AND RISING,03/03/2023,CHRR,,61,3,1,7,0,MC,1,12.99,3,0,3,19,14,24,95,118,951,No,CHRYSALIS RECORDS,,,0,Green Version
8.10099E+11,'810098504058,RMM1114,DE LA SOUL,3 FEET HIGH AND RISING,03/03/2023,CHRR,,9,2,1,10,0,MC,1,12.99,0,11,11,13,20,6,122,173,1019,No,CHRYSALIS RECORDS,,,0,Blue Version
0,'000000000000,8.10099E+11,DE LA SOUL,"DELETED - ME, MYSELF AND I",03/03/2023,CHRR,4,0,0,0,0,0,7,1,9.87,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,10/02/2023,0,KEEP OFF RRS - D2C Exclusive
16998527115,'016998527115,TB52711,BRAND NUBIAN,IN GOD WE TRUST (30TH ANNIVERS,03/02/2023,TOMB,,-3,10,10,58,4,LP2,1,19.99,1,0,1,1,27,62,535,242,1462,No,TOMMY BOY RECORDS,,,0,Includes bonus 7
16998527122,'016998527122,TB52712,BRAND NUBIAN,IN GOD WE TRUST (30TH ANNIVERS,10/11/2023,TOMB,,351,0,0,62,0,CD,1,11.99,1,1,2,4,7,11,37,37,178,No,TOMMY BOY RECORDS,,,0,
16998527214,'016998527214,TB52721,NAUGHTY BY NATURE,19NAUGHTYIII (30TH ANNIVERSARY,24/02/2023,TOMB,,0,9,14,23,1,LP2,1,21.99,1,0,1,1,9,90,252,436,3241,No,TOMMY BOY RECORDS,,,0,
16998527221,'016998527221,TB52722,NAUGHTY BY NATURE,19NAUGHTYIII (30TH ANNIVERSARY,08/03/2024,TOMB,,214,0,0,390,0,CD2,1,13.99,4,4,5,10,13,16,70,747,817,No,TOMMY BOY RECORDS,,,0,
0,'0000000000000,TB52744,NAUGHTY BY NATURE,DELETED - 19NAUGHTYIII (30TH A,26/05/2023,TOMB,4,0,0,0,0,9,MC,1,10.79,8,0,8,6,6,8,44,45,163,No,TOMMY BOY RECORDS,,15/05/2023,0,
16998527412,'016998527412,TB52741,STETASASONIC,IN FULL GEAR (35TH ANNIVERSARY,22/04/2023,TOMB,,1813,1,2,24,0,LP2,2,19.99,1,0,1,19,40,36,177,147,1185,No,TOMMY BOY RECORDS,,,0,RSD 2023
16998545911,'016998545911,TB54591,VARIOUS ARTISTS,...AND YOU DONT STOP - A CELE,01/12/2023,TOMB,,896,1,0,18,0,BXSET,6,74.99,0,0,0,4,18,18,78,149,514,No,TOMMY BOY RECORDS,,,0,6 LP
8.10099E+11,'0810098503235,CRV1558,GRANT LEE BUFFALO,COPPEROPOLIS [2023 REMASTER],27/10/2023,CHRR,,1177,15,5,44,0,LP,2,20.99,2,0,2,3,5,6,84,179,833,No,CHRYSALIS RECORDS,,,0,Clear
8.10099E+11,'0810098503242,CRV1559,GRANT LEE BUFFALO,JUBILEE [2023 REMASTER],27/10/2023,CHRR,,1135,0,3,24,0,LP,2,20.99,1,0,1,1,3,8,68,166,730,No,CHRYSALIS RECORDS,,,0,Clear
8.10099E+11,'810098501903,RMM0431,DE LA SOUL,"ME, MYSELF AND I",03/03/2023,CHRR,,0,0,1,0,0,7,1,7.99,0,0,0,0,0,0,46,149,827,No,CHRYSALIS RECORDS,,10/02/2023,0,
8.10099E+11,'810098503761,RMM0434,DE LA SOUL,"ME, MYSELF AND I",03/03/2023,CHRR,,142,0,0,0,0,MC,1,12.99,0,0,0,0,32,1,34,1,60,No,CHRYSALIS RECORDS,,,0,Exclusive Yellow cassette
8.10099E+11,'0810098501774,CRB1897,CARTER THE UNSTOPPABLE SEX MAC,30 SOMETHING (DELUXE EDITION),10/03/2023,CHRR,,547,1,2,45,0,CDDV,4,14.99,3,1,3,18,5,8,118,210,1507,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098505765,CRB1946,CARTER THE UNSTOPPABLE SEX MAC,1992 THE LOVE ALBUM,19/01/2024,CHRR,,951,0,3,135,0,CDBX,4,14.99,1,4,2,8,10,15,81,1106,1191,No,CHRYSALIS RECORDS,,,0,4CD
8.10099E+11,'0810098508988,CRV1946,CARTER THE UNSTOPPABLE SEX MAC,1992 THE LOVE ALBUM,19/01/2024,CHRR,,523,2,7,66,0,LP,2,20.99,1,4,1,13,7,14,90,789,886,No,CHRYSALIS RECORDS,,,0,"2LP, Blue & Yellow"
16998553114,'016998553114,TB55311,HOUSE OF PAIN,SAME AS IT EVER WAS (30TH),25/10/2024,TOMB,,0,9,9,30,0,LP,1,23.99,1,0,1,11,19,4,287,673,960,No,TOMMY BOY RECORDS,,,0,Yellow LP & Bonus Green 7
16998553121,'016998553121,TB55312,HOUSE OF PAIN,SAME AS IT EVER WAS (30TH),25/10/2024,TOMB,,958,1,0,137,0,CD,1,12.99,0,0,0,6,8,13,53,119,172,No,TOMMY BOY RECORDS,,,0,
8.10099E+11,'0810098501255,CRB1527,ATHLETE,VEHICLES & ANIMALS,07/04/2023,CHRR,,852,0,1,61,0,CD,4,19.99,0,0,0,1,0,0,19,25,523,No,CHRYSALIS RECORDS,,,0,4 DISCS
16998096819,'016998096819,TB9681,PRINCE RAKEEM,OOH I LOVE YOU RAKEEM,22/04/2023,TOMB,,111,2,0,25,0,12,1,10.99,7,0,7,16,20,39,98,26,875,No,TOMMY BOY RECORDS,,,0,(Ex-RSD 2023)
8.10099E+11,'810098503044,RMM0552,DE LA SOUL,ART OFFICIAL INTELLIGENCE MOS,15/09/2023,CHRR,,2072,0,0,114,0,CD,1,11.99,1,0,1,7,3,5,37,65,411,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098505123,RMM0554,DE LA SOUL,ART OFFICIAL INTELLIGENCE MOS,15/09/2023,CHRR,,174,0,0,16,0,MC,1,12.99,2,0,2,2,3,3,16,30,207,No,CHRYSALIS RECORDS,,,0,Clear Cassette
8.10099E+11,'810098505130,RMM0564,DE LA SOUL,AOI BIONIX,15/09/2023,CHRR,,65,1,0,6,0,MC,1,12.99,0,0,0,1,7,4,15,21,204,No,CHRYSALIS RECORDS,,,0,Clear Cassette
8.10099E+11,'810098502948,RMM0521,DE LA SOUL,DE LA SOUL IS DEAD,12/05/2023,CHRR,,0,0,26,465,4,LP,2,19.99,47,1,48,118,181,17,1232,2641,16789,Yes,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098502955,RMM0522,DE LA SOUL,DE LA SOUL IS DEAD,05/05/2023,CHRR,,149,3,0,710,0,CD,1,11.99,4,0,4,20,14,12,121,140,2630,No,CHRYSALIS RECORDS,,,0,CD in a 4 panel slip
8.10099E+11,'810098502962,RMM0524,DE LA SOUL,DE LA SOUL IS DEAD,12/05/2023,CHRR,,1,1,0,15,0,MC,1,12.99,0,0,0,2,1,2,15,58,747,No,CHRYSALIS RECORDS,,,0,Clear cassette
8.10099E+11,'810098504119,RMM117,DE LA SOUL,3 FEET HIGH AND RISING [SLIPMA,03/03/2023,CHRR,,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,2,172,No,CHRYSALIS RECORDS,,,0,D2C ONLY Slipmat - KEEP OFF RRS
8.10099E+11,'0810098501378,CDLL1394,ULTRAVOX,DELETED - QUARTET [DELUXE EDIT,07/07/2023,CHRR,4,0,19,1,183,0,LP,4,42.99,1,0,1,0,0,0,40,1060,2991,No,CHRYSALIS RECORDS,,12/11/2024,0,4LP
8.10099E+11,'0810098501361,CDLB1394,ULTRAVOX,QUARTET [DELUXE EDIT,07/07/2023,CHRR,,0,4,2,92,0,CDBX,7,42.99,4,0,4,6,4,3,86,2324,7728,No,CHRYSALIS RECORDS,,14/04/2025,0,6CD+1DVD
8.10099E+11,'0810098501385,CDLH1394,ULTRAVOX,DELETED - QUARTET [HALF SPEED,07/07/2023,CHRR,4,2662,0,10,49,0,LP,2,18.99,0,0,0,5,6,3,68,571,2290,No,CHRYSALIS RECORDS,,12/11/2024,0,2LP
8.10099E+11,'810098502979,RMM0531,DE LA SOUL,BUHLOONE MINDSTATE,05/05/2023,CHRR,,523,16,7,324,0,LP,1,16.99,13,11,16,137,151,210,1520,2465,9717,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098502986,RMM0532,DE LA SOUL,BUHLOONE MINDSTATE,16/06/2023,CHRR,,2202,2,0,57,0,CD,1,11.99,4,0,4,13,8,15,111,149,973,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'810098502993,RMM0534,DE LA SOUL,BUHLOONE MINDSTATE,26/05/2023,CHRR,,368,0,0,13,0,MC,1,12.99,1,5,6,2,6,3,41,59,388,No,CHRYSALIS RECORDS,,,0,
8.40402E+11,'0840401717967,CRVX1523,GENERATION X,GENERATION X,26/09/2025,CHRR,,422,1,0,61,0,LP,1,15.99,35,12,45,80,0,0,125,0,125,No,CHRYSALIS RECORDS,,,0,
16998527245,'016998527245,TB52724,NAUGHTY BY NATURE,19NAUGHTYIII (30TH ANNIVERSARY,14/04/2023,TOMB,,109,1,0,185,0,MC,1,12.99,0,0,0,5,5,5,39,61,229,No,TOMMY BOY RECORDS,,,0,
8.10099E+11,'0810098505536,CRB1580,PAUL HARDCASTLE,NINETEEN AND BEYOND,11/08/2023,CHRR,,82,3,2,32,0,CDBX,4,14.99,11,6,16,36,22,20,261,281,1714,No,CHRYSALIS RECORDS,,,0,
1.92642E+11,'192641820663,IDAHO284LP,NERINA PALLOT,I DONT KNO,28/10/2022,IDAR,,0,0,0,1,0,LP,1,16.99,0,0,0,1,0,1,9,16,210,No,IDAHO RECORDS,,29/11/2024,0,Green LP
8.40402E+11,'0840401712108,CHRV1133,GENTLE GIANT,PLAYING THE FOOL,02/05/2025,CHRR,,0,4,6,72,0,LP,3,25.99,8,0,8,42,116,211,1370,0,1370,No,CHRYSALIS RECORDS,,,0,3LP
8.10099E+11,'0810098501439,CRVX1533,ROBIN TROWER,TWICE REMOVED FROM YESTERDAY,18/08/2023,CHRR,,207,2,5,74,0,LP2,2,18.99,11,0,11,34,44,31,202,325,1311,No,CHRYSALIS RECORDS,,,0,
8.10099E+11,'0810098503303,CRC1560,PETER COX,DELETED - SEAGLASS,12/05/2023,CHRR,1,79,1,0,44,0,CD,1,8.99,0,0,0,6,1,6,34,95,855,No,CHRYSALIS RECORDS,,25/03/2025,0,
8.10099E+11,'0810098501446,CRCX1533,ROBIN TROWER,TWICE REMOVED FROM YESTERDAY,18/08/2023,CHRR,,262,11,2,94,0,CD,2,9.99,2,13,11,73,80,32,446,754,2924,No,CHRYSALIS RECORDS,,,0,
5.06052E+12,'5060516099672,CHRB1306,THE SELECTER,CELEBRATE THE BULLET,11/11/2022,CHRR,,2283,4,1,79,0,CD3,3,11.99,5,1,6,4,8,11,88,116,1990,No,CHRYSALIS RECORDS,,,0,Deluxe Edition
5.06052E+12,'5060516099900,CRVS1513,CHESNEY HAWKES,THE ONE AND ONLY [2022 NIK KER,25/11/2022,CHRR,,665,0,0,8,0,12EP,1,10.99,0,0,0,3,2,2,15,18,344,No,CHRYSALIS RECORDS,,,0,BLACK FRIDAY White
5.06052E+12,'5060516094172,CHRP1946,CARTER THE UNSTOPPABLE SEX MAC,DELETED - 1992 THE LOVE ALBUM,18/04/2020,CHRR,2,0,0,0,0,0,LP,1,15.99,0,0,0,0,0,0,0,0,24,No,CHRYSALIS RECORDS,,08/12/2023,0,
5.06052E+12,'5060516098613,WAH1201,PETE WYLIE & THE MIGHTY WAH!,THE STORY OF THE BLUES [2022 R,25/11/2022,CHRR,,891,0,0,0,0,12,1,9.99,0,0,0,4,4,0,25,71,875,No,CHRYSALIS RECORDS,,,0,BLACK FRIDAY Black Vinyl
5.06052E+12,'5060516098835,CRC1490,VARIOUS ARTISTS,MUSIC FROM THE MOTION PICTURE,31/03/2023,CHRR,,1431,0,0,24,0,CD,1,7.99,0,0,0,0,0,0,0,1,19,No,CHRYSALIS RECORDS,,,0,
5.06052E+12,'5060516096626,CDLTTL5002,THE SELECTER,DELETED - LIVE IN CO,17/07/2021,CHRR,1,3,0,0,9,0,LP,1,14.99,0,0,0,0,1,2,19,11,63,No,CHRYSALIS RECORDS,,15/05/2024,0,
8.10099E+11,'0810098501248,CRV1527,ATHLETE,VEHICLES & ANIMALS 20TH ANNIV,07/04/2023,CHRR,,838,1,10,41,0,LP2,2,20.99,1,0,1,9,7,11,160,207,1657,No,CHRYSALIS RECORDS,,,0,180g Turquoise
16998518618,'016998518618,TB51861,COOLIO,MY SOUL (25TH ANNIVERSARY),28/10/2022,TOMB,,735,6,19,32,0,LP2,2,19.99,6,0,6,52,24,40,140,94,715,No,TOMMY BOY RECORDS,,,0,
16998513248,'016998513248,TB51324,COOLIO,GANGSTAS PARADISE (25TH ANNIV,13/01/2023,TOMB,,0,0,0,0,0,MC,1,12.99,0,0,0,0,0,0,0,0,0,No,TOMMY BOY RECORDS,,,0,D2C only
0,'0000000000000,POSTDELASOUL3,DE LA SOUL,ALL ALBUMS POSTER,05/07/2016,FOC,,4,0,0,0,0,POST,1,0,0,0,0,0,0,0,0,0,1072,No,FREE GOODS,,,0,
5.06052E+12,'5060516099702,CHRTTC5004,VARIOUS ARTISTS,DANCE CRAZE,24/03/2023,CHRR,,354,30,0,165,2,CD3,3,12.99,3,4,7,29,16,20,255,548,4938,No,CHRYSALIS RECORDS,,,0,CLAMSHELL & ORIGINAL POSTER
5.06052E+12,'5060516099719,CHRTTF5004,VARIOUS ARTISTS,DANCE CRAZE,24/03/2023,CHRR,,497,11,3,257,0,LP3,3,28.99,7,6,12,38,36,54,424,1279,5431,No,CHRYSALIS RECORDS,,,0,BOXSET & ORIGINAL POSTER
8.10099E+11,'810098504959,RMM179,DE LA SOUL,3 FEET HIGH & RISING TEE (S),03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504966,RMM180,DE LA SOUL,3 FEET HIGH & RISING TEE (M),03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504973,RMM181,DE LA SOUL,3 FEET HIGH & RISING TEE (L),03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504980,RMM182,DE LA SOUL,3 FEET HIGH & RISING TEE (XL),03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504997,RMM183,DE LA SOUL,3 FEET HIGH & RISING TEE (XXL),03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098505055,RMM189,DE LA SOUL,3 FEET HIGH & RISING LONGSL (S,03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,1,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098505062,RMM190,DE LA SOUL,3 FEET HIGH & RISING LONGSL (M,03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,0,1,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098505079,RMM191,DE LA SOUL,3 FEET HIGH & RISING LONGSL (L,20/03/2003,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,61,64,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098505086,RMM192,DE LA SOUL,3 FEET HIGH & RISING LONGSL XL,03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,34,35,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098505093,RMM193,DE LA SOUL,3 FEET HIGH & RISING LONGSL XX,03/03/2023,CHRR,,0,0,0,0,0,TSHI,1,1,0,0,0,0,0,0,0,24,24,No,CHRYSALIS RECORDS,,,0,D2C ONLY
5.06052E+12,'5060516096480,CRV1426,FUN BOY THREE,DELETED - THE FUN BOY THREE [R,04/08/2023,CHRR,4,3740,0,8,85,0,LP,1,16.99,0,1,1,1,3,1,44,539,1529,No,CHRYSALIS RECORDS,,12/11/2024,0,
5.06052E+12,'5060516096497,CRV1427,FUN BOY THREE,DELETED - WAITING [REMASTER],04/08/2023,CHRR,4,2838,0,8,110,0,LP,1,16.99,0,0,0,2,0,2,26,411,1322,No,CHRYSALIS RECORDS,,12/11/2024,0,
5.06052E+12,'5060516096510,CRVC1429,FUN LOVIN CRIMINALS,DELETED - SCOOBY SNACKS,12/06/2021,CHRR,4,1,0,0,0,0,12,1,9,0,0,0,0,0,0,2,5,7,No,CHRYSALIS RECORDS,,14/04/2025,0,
5.06052E+12,'5060516098828,CRVC1490,VARIOUS ARTISTS,MUSIC FROM THE MOTION PICTURE,22/04/2023,CHRR,,1577,0,0,134,0,LP2,2,20.99,0,0,0,0,0,0,0,0,146,No,CHRYSALIS RECORDS,,,0,RSD 2023
8.10099E+11,'0810098500432,CRVC1522,SUZI QUATRO,DELETED - QUATRO,22/04/2023,CHRR,2,0,296,4,1,1,LP2,2,19.99,0,0,0,1,12,8,136,335,1740,No,CHRYSALIS RECORDS,,06/10/2023,0,RSD 2023
8.10099E+11,'0810098500586,CRVC1183,UFO,WILL THE LAST MAN STANDING,22/04/2023,CHRR,,414,19,2,8,0,LP2,2,20.99,7,1,7,3,4,5,54,111,1455,No,CHRYSALIS RECORDS,,,0,RSD 2023
8.10099E+11,'0810098500616,CHRL1306,THE SELECTER,DELETED - LIVE AT THE NEC 1980,22/04/2023,CHRR,2,0,0,0,3,0,LP,1,15.99,0,0,0,0,0,0,0,364,1939,No,CHRYSALIS RECORDS,,06/10/2023,0,RSD 2023
8.10099E+11,'0810098500456,CRPD1524,CARTER USM,30 SOMETHING,22/04/2023,CHRR,,30,2,3,5,0,LP,1,17.99,0,2,1,6,6,3,65,102,1774,No,CHRYSALIS RECORDS,,,0,(Ex-RSD 2023)
8.10099E+11,'0810098500609,CRVC1124,THE COLOURFIELD,THE VERY BEST OF,24/11/2023,CHRR,,673,2,1,25,0,LP,1,16.99,0,0,0,4,0,4,52,115,1033,No,CHRYSALIS RECORDS,,,0,(Ex-BF2023)
8.10099E+11,'0810098500449,CRVC1523,GENERATION X,DELETED - GENERATION X,22/04/2023,CHRR,1,0,27,0,0,0,LP,1,16.99,0,0,0,2,0,0,41,128,1976,No,CHRYSALIS RECORDS,,25/03/2025,0,RSD 2023
8.10099E+11,'810098504904,RMM174,DE LA SOUL,DE LA SOUL HOODIE (S),03/03/2023,CHRR,,0,0,0,0,0,HOOD,1,1,0,0,0,0,0,0,0,0,0,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504911,RMM175,DE LA SOUL,DE LA SOUL HOODIE (M),03/03/2023,CHRR,,0,0,0,0,0,HOOD,1,1,0,0,0,0,0,0,0,0,1,No,CHRYSALIS RECORDS,,,0,D2C ONLY
8.10099E+11,'810098504928,RMM176,DE LA SOUL,DE LA SOUL HOODIE (L),03/03/2023,CHRR,,0,0,0,0,0,HOOD,1,1,0,0,0,0,0,0,0,59,63,No,CHRYSALIS RECORDS,,,0,D2C ONLY
